scenario,noise_type,sigma,variable,realization,cp_time,delay,is_delay,tau_var_bp,tau_ac_bp,tau_var_cp,tau_ac_cp
MN low,multiplicative,0.05,I,175,93.715,79.21874815310284,True,-0.6781552081102306,-0.11972204374003471,0.859495014397563,-0.35070369577116195
MN low,multiplicative,0.05,I,176,85.94500000000001,71.44874815310284,True,0.7489045953213868,0.6832745531995906,0.8860055686442491,-0.3390771281026153
MN low,multiplicative,0.05,I,177,76.44,61.94374815310283,True,-0.15144332595606955,0.3445486780419314,0.9097594060112799,-0.3402003760024749
MN low,multiplicative,0.05,I,178,108.79,94.29374815310284,True,-0.46228028842721486,-0.3101106589562361,0.8651398110468573,0.10868565717141426
MN low,multiplicative,0.05,I,179,79.8,65.30374815310283,True,-0.27945931796006757,0.34849717998143775,0.9928397705908949,0.6811632279098544
MN low,multiplicative,0.05,I,180,108.825,94.32874815310284,True,-0.7211889293448512,-0.40330025463458735,0.14753290021655838,-0.30494752623688154
MN low,multiplicative,0.05,I,181,81.875,67.37874815310283,True,-0.6621536850622306,-0.5869950738916255,0.9718693034435161,0.3000185621474976
MN low,multiplicative,0.05,I,182,82.015,67.51874815310283,True,-0.6417238999547844,-0.6519149948835105,0.8940206087432473,-0.4650941196068632
MN low,multiplicative,0.05,I,183,98.28,83.78374815310283,True,-0.8906013659836747,-0.40534875419433136,0.8592360962375953,0.363695295209538
MN low,multiplicative,0.05,I,184,69.18,54.68374815310284,True,-0.7395169082125602,0.13687917945789008,0.8873401394540823,0.3212936388948382
MN low,multiplicative,0.05,I,185,73.555,59.05874815310284,True,-0.5237333714095332,0.14506365864686702,0.9040251302919967,0.15347469122581564
MN low,multiplicative,0.05,I,186,72.865,58.36874815310283,True,0.19601532567049804,0.4912162966135979,0.6217491254372812,-0.22218509792722682
MN low,multiplicative,0.05,I,187,77.105,62.60874815310284,True,0.7958772994455151,0.7322272197234715,0.8910030698936244,-0.45935032483758115
MN low,multiplicative,0.05,I,188,80.815,66.31874815310283,True,-0.2852811689393398,0.0971485685728564,0.823766212132029,-0.12426643820946667
MN low,multiplicative,0.05,I,189,106.88,92.38374815310283,True,-0.7379386497227576,0.23230575188596173,0.5413398062873325,-0.7579457890102567
MN low,multiplicative,0.05,I,190,92.27,77.77374815310283,True,-0.00300135646462483,0.14505223578686846,0.9855386592418075,0.4937826324932771
MN low,multiplicative,0.05,I,191,117.645,103.14874815310283,True,0.6414497513148186,0.6019000023797624,0.874150543775731,-0.2905851835986768
MN low,multiplicative,0.05,I,192,87.215,72.71874815310284,True,-0.45508388662811444,-0.17138383189357698,0.9684748102139404,0.5114537969110682
