beta	z_lat	d_inf	delta	e0	R0
0.2880575416109129	18.863705208869074	10.591208450875568	0.3701255945857585	3.4361881692064333	3.050877469047941
0.26979489044796634	24.372216808847902	7.501869461009106	0.462114073261387	4.318824691265273	2.023966049387896
0.26461683436057487	22.32748341832154	7.513273498772638	0.4716355575203752	4.664588641012038	1.988138648930416
0.20744415858908297	20.14387369201964	7.053866162667262	0.479149182123318	4.975937192514997	1.4632833309145137
0.2174310419054513	20.402078546376018	7.396234233153836	0.4819097984454983	4.493031678829992	1.6081709154914052
0.2143771217228581	14.774664541713324	12.625570282963409	0.480892001292828	1.6425814638903746	2.706633417371347
0.2792173663983516	15.815361706880024	13.665391506852176	0.4152268258465537	0.858663115410288	3.815614627345666
0.4470116696615278	17.956325267086513	9.4305576913578	0.3829270866593204	2.517325473086842	4.2155693394532125
0.4093319685809832	14.765232258833542	12.587671306632684	0.3580329545596467	2.165280372623443	5.152536275794313
0.39261375487451206	14.886160476820628	13.704608002911632	0.3290169008942239	2.2729204573357196	5.380617607106424
0.4936378970727656	20.226648042466664	9.824112834919772	0.33863921255008683	4.611341170147917	4.849554400435362
0.333992835091356	13.086927959666179	8.06913851561901	0.4334566643593919	3.0499500018094845	2.695034449576449
0.1956917467874595	25.71250156413672	8.08775255065468	0.32080727168028345	2.484033433036186	1.5827064242223452
0.25012785108972274	20.36870211838117	10.497230393442328	0.3528601079215152	3.0027379895260604	2.6256496807054543
0.48224688753260503	15.729181872082	12.18396130511938	0.4273021364731283	0.9120326777638776	5.875677417211517
0.4900994363332503	19.816848316517444	12.318881115039297	0.47972505552408895	0.5780027348177729	6.037476690737082
0.4736246922416853	19.631285068321127	12.585638031832556	0.47266509940046497	0.7198979649803227	5.960868939491944
0.17139147163340976	21.072935735531917	12.032013682898745	0.491137743355248	0.9118617221789043	2.0621845318253382
0.17882619786734105	18.55870299980573	13.248101479753522	0.4744284199126342	2.0662313165871	2.3691076165850173
0.15608842129140152	14.936927667576589	13.161725031212159	0.3970491731927008	2.44884816586358	2.054392881593428
0.28854268183488085	28.489556124260638	9.762510273602928	0.3380873844241966	4.498715770115718	2.8169008957859654
0.22079734360765757	16.809583313597255	11.51262537246753	0.31988286166013585	1.2899973497253638	2.5419571001909502
0.40494462345148624	23.371051506427207	11.121573813441268	0.3402321396487289	1.59774673337926	4.503621520071884
0.4828106975799176	23.52168790765129	11.189300400640075	0.32846022405174635	3.146814656877388	5.4023139318642865
0.31904234864423386	21.970905286389584	13.926418650579315	0.44953304701572255	2.622204975216006	4.443117314483687
0.3603580730828932	19.660489889227044	12.769041126009267	0.4331331112838476	3.324871693895544	4.601427055284916
0.4938310510966423	20.855411211838927	13.032925858993451	0.47949950323331486	2.9517829782699256	6.436063475811346
0.32095401093689246	22.618380311260207	13.301141349743183	0.47516239682142986	2.8805973641513765	4.269054666238627
0.2087939684982512	18.668960408551406	7.780303229858671	0.3215045951266003	1.4158271589138824	1.6244803874819533
0.410255545606178	13.775810648212312	8.131539903112222	0.31800585275241505	2.1138469084280676	3.336009339569712
0.3896637929959792	13.738287737741324	7.195688369460664	0.31184957354886217	2.567966872309687	2.8038992232610953
0.3861964425546693	13.440999946014914	7.235807309677701	0.31495478178028363	1.9574904727724307	2.7944430420086004
0.3322353257446537	20.517743628280044	7.627273822303362	0.31898643847605423	4.656181593077433	2.5340498028966274
